"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"58","자동차야영장업","03_11_05_P","4620000","CDFI2262142023000002","2023-07-03","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 소원면 파도리 881","충청남도 태안군 소원면 아치내길 60-70","32124","파도와노을캠핑장","2024-04-26 09:13:26","U","2024-04-28 02:40:00","","122310.332310409","359523.094943229","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","172","","0","","","","","","","0","","","","172",
"59","자동차야영장업","03_11_05_P","4620000","CDFI2262142024000002","2024-07-18","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 소원면 의항리 154 , 155, 155-4","","","구름포해변캠핑장","2024-07-18 12:56:00","I","2024-07-20 00:13:43","","124185.173671874","370839.242459633","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","5565","","0","","","","","","","0","","","","5565",
"60","자동차야영장업","03_11_05_P","4620000","CDFI2262142024000001","2024-04-18","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 원북면 황촌리 800-123","충청남도 태안군 원북면 옥파로 1023","32106","캠프 해놀","2024-04-29 15:28:20","U","2024-05-01 02:40:00","","","","자동차야영장업","","","1","","","","근린생활시설","1","0","0","0","","","0","0","","0","0","","0","256.54","","0","","","","","","","500000000","","","","257",
"61","자동차야영장업","03_11_05_P","4620000","CDFI2262142023000001","2023-02-21","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 원북면 신두리 1207","충청남도 태안군 원북면 신두해변길 244","32108","신두리세븐패밀리캠핑장","2024-04-26 09:12:23","U","2024-04-28 02:40:00","","127910.635165667","370854.128250034","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","3177","","0","","","","","","","0","","","","3177",
"62","자동차야영장업","03_11_05_P","4620000","CDFI2262142022000005","2022-11-22","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 태안읍 도내리 309-12","충청남도 태안군 태안읍 안도내길 58-9","32137","THE쉼오토캠핑장","2024-04-26 09:11:01","U","2024-04-28 02:40:00","","140044.837386598","368219.925858802","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","5443","","0","","","","","","","0","","","","5443",
"63","자동차야영장업","03_11_05_P","4620000","CDFI2262142022000004","2022-11-17","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 원북면 신두리 1224-28","충청남도 태안군 원북면 신두해변길 122","32108","태안노을과바다캠핑앤글램핑","2024-04-26 09:09:40","U","2024-04-28 02:40:00","","127008.232565296","370760.495499209","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"64","자동차야영장업","03_11_05_P","4620000","CDFI2262142022000001","2022-07-29","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 이원면 내리 996-3","","","바다랑캠핑장","2024-04-26 09:06:05","U","2024-04-28 02:40:00","","137835.580354496","379602.658604772","자동차야영장업","","관리지역","0","학교정화(절대)","","","","0","0","0","0","","","0","0","","0","0","","0","3285","","0","","","","","","","0","","","","3285",
"65","자동차야영장업","03_11_05_P","4620000","CDFI2262142022000003","2022-08-05","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 소원면 파도리 543-580","충청남도 태안군 소원면 모항파도로 398-37","32124","어은돌최고캠핑장","2024-04-26 09:07:47","U","2024-04-28 02:40:00","","122847.478248438","361122.910959698","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","2294","","0","","","","","","","0","","","","2294",
"66","자동차야영장업","03_11_05_P","4620000","CDFI2262142023000003","2023-11-28","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 이원면 내리 495-1","충청남도 태안군 이원면 꾸지나무길 81-23","32100","솔향기길야영장","2024-04-26 09:14:50","U","2024-04-28 02:40:00","","","","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","146","","0","","","","","","","0","","","","146",
"67","자동차야영장업","03_11_05_P","4620000","CDFI2262142016000003","2016-06-24","","04","취소/말소/만료/정지/중지","35","직권말소","2016-10-18","","","","","","","충청남도 태안군 안면읍 승언리 1318-10번지","","","마린오토캠핑장","2016-10-18 08:51:14","I","2018-08-31 23:59:59","","140279.903791001","333991.068832552","자동차야영장업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"68","자동차야영장업","03_11_05_P","5680000","CDFI2262142018000001","2018-07-19","","01","영업/정상","13","영업중","","","","","","","","충청남도 당진시 신평면 부수리 75-2","충청남도 당진시 신평면 산정길 93","31743","클럽레스피아in삽교바다공원","2021-06-15 16:12:06","U","2021-06-17 02:40:00","","183501.671107585","377115.843550492","자동차야영장업","","","","기타","","삼성화재","","","","","","","","","","","","","","","1040","","","","","","","","","","","","","1040",
"69","자동차야영장업","03_11_05_P","5680000","CDFI2262142020000001","2020-05-14","","01","영업/정상","13","영업중","","","","","","","","충청남도 당진시 석문면 교로리 844-170","충청남도 당진시 석문면 왜목길 16-16","31700","왜목오토캠핑장","2021-12-28 13:25:56","U","2021-12-30 02:40:00","","157751.291532355","393657.985755651","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","12250","","0","","","","","","","0","","","","12250",
"70","자동차야영장업","03_11_05_P","5680000","CDFI2262142020000002","2020-12-11","","01","영업/정상","13","영업중","","","","","","","","충청남도 당진시 고대면 진관리 1319-1","충청남도 당진시 고대면 삼선산수목원길 50","31793","러빙유 카라반 캠핑장","2021-12-28 13:29:23","U","2021-12-30 02:40:00","","162844.511676176","378875.841435738","자동차야영장업","","","0","","","","","0","0","0","70","","","0","0","","0","0","","0","1607","","0","","","","","","","0","","","","1607",
