"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"55","관광펜션업","03_11_02_P","4510000","CDFI3261092015000001","2015-04-06","","01","영업/정상","13","영업중","","","","","","","355-846","충청남도 보령시 오천면 원산도리 1671-27번지","충청남도 보령시 오천면 원산도7길 117-28","33411","비치하우스펜션","2015-04-04 14:15:21","I","2018-08-31 23:59:59","","146154.133817981","318822.066552716","관광펜션업","","관리지역","2","기타","","","숙박시설","2","","","","Beach House Pension","Tourism Pension","","","","","","","","389.85","","","","","","","","","1000000000","","","","390",
"56","관광펜션업","03_11_02_P","4510000","CDFI3261092015000002","2015-04-06","","01","영업/정상","13","영업중","","","","","","","355-884","충청남도 보령시 남포면 월전리 844번지","충청남도 보령시 남포면 남포방조제로 408-52, 103동","33501","케이씨에스주식회사","2015-04-04 14:39:49","I","2018-08-31 23:59:59","","158234.745309804","308616.508682466","관광펜션업","","관리지역","2","기타","","","숙박시설","2","","","","Korea computer&systems Inc.","tourism Pension","","","","","","","","128.48","","","","","","","","","6000000000","","","","128",
"57","관광펜션업","03_11_02_P","4510000","CDFI3261092015000006","2015-05-06","","01","영업/정상","13","영업중","","","","","","","355-943","충청남도 보령시 신흑동 2301-12번지","충청남도 보령시 고잠2길 24 (신흑동)","33488","대천하이펜션","2015-05-06 10:45:41","I","2018-08-31 23:59:59","","156433.300572202","312484.27743343","관광펜션업","","관리지역","3","기타","","","숙박시설","3","","","","Daecheon High Pension","Tourism Pension","","","","","","","","368.55","","","","","","","","","800000000","","","","369",
"58","관광펜션업","03_11_02_P","4510000","CDFI3261092019000004","2019-07-29","","01","영업/정상","13","영업중","","","","","","","","충청남도 보령시 신흑동 2261-5","충청남도 보령시 해수욕장9길 17 (신흑동)","33489","달팽이펜션","2022-05-20 10:28:30","U","2022-05-22 02:40:00","","155991.509025441","312962.329727921","관광펜션업","","관리지역","3","기타","","","숙박시설","3","","","","Dalpaengi Pension","Tourism Pension","","","","","","","","369","","","","","","","","","","","","","369",
"59","관광펜션업","03_11_02_P","4510000","CDFI3261092019000006","2019-09-06","","01","영업/정상","13","영업중","","","","","","","","충청남도 보령시 신흑동 2303-5번지","충청남도 보령시 고잠2길 16-16 (신흑동)","33488","대천뜨란체펜션","2019-09-06 13:10:20","I","2019-09-08 02:22:22","","156510.259643696","312452.506812075","관광펜션업","","관리지역","3","기타","","","숙박시설","3","","","","Daecheonttranche Pension","Tourism Pension","","","","","","","","393.32","","","","","","","","","","","","","393",
"60","관광펜션업","03_11_02_P","4510000","CDFI3261092019000002","2019-07-05","","01","영업/정상","13","영업중","","","","","","","","충청남도 보령시 신흑동 2306-6번지","충청남도 보령시 고잠2길 4-35 (신흑동)","33488","이글스파크펜션","2019-07-05 14:18:19","I","2019-07-07 02:21:30","","156634.959338447","312417.353007428","관광펜션업","","관리지역","3","기타","","","숙박시설","3","0","","","Eaglespark Pension","Tourism Pension","","","","","","","","496.3","","","","","","","","","","","","","496",
"61","관광펜션업","03_11_02_P","4510000","CDFI3261092019000003","2019-07-05","","01","영업/정상","13","영업중","","","","","","","","충청남도 보령시 신흑동 2306-2","충청남도 보령시 고잠2길 8-24 (신흑동)","33488","하루펜션","2020-12-22 15:58:14","U","2020-12-24 02:40:00","","156588.809126367","312404.362662838","관광펜션업","","관리지역","3","기타","","","숙박시설","3","0","","","Haru Pension","Tourism Pension","","","","","","","","359.52","","","","","","","","","","","","","360",
"62","관광펜션업","03_11_02_P","4510000","CDFI3261092024000001","2024-01-12","","01","영업/정상","13","영업중","","","","","","","","충청남도 보령시 신흑동 2304-8","충청남도 보령시 고잠2길 8-13 (신흑동)","33488","소풍펜션","2024-01-12 17:58:04","I","2024-01-14 00:16:52","","156535.43","312402.5","관광펜션업","","","3","","","","숙박시설","0","0","0","0","","","0","0","","0","0","","0","374.7","","0","","","","","","","0","","","","375",
"63","관광펜션업","03_11_02_P","4510000","CDFI3261092019000009","2019-12-26","","01","영업/정상","13","영업중","","","","","","","","충청남도 보령시 남포면 월전리 616-15번지","충청남도 보령시 남포면 용두욕장2길 24-22","33502","솔밭해안가펜션","2019-12-27 09:13:17","I","2019-12-29 00:23:26","","159398.072619602","307007.60145425","관광펜션업","","관리지역","3","주택가주변","","","숙박시설","3","","","","SolbatHaeanga Pension","Tourism Pension","","","","","","","","276.06","","","","","","","","","","","","","276",
"64","관광펜션업","03_11_02_P","4510000","CDFI3261092019000008","2019-11-19","","01","영업/정상","13","영업중","","","","","","","","충청남도 보령시 신흑동 2261-3번지","충청남도 보령시 해수욕장9길 23 (신흑동)","33489","별밤펜션","2019-11-19 12:49:22","I","2019-11-21 00:23:19","","155973.555547603","312986.134775051","관광펜션업","","관리지역","3","기타","","","숙박시설","3","","","","ByeolBam Pension","Tourism Pension","","","","","","","","385.2","","","","","","","","","","","","","385",
"65","관광펜션업","03_11_02_P","4510000","CDFI3261092020000001","2020-03-06","","01","영업/정상","13","영업중","","","","","041-932-9262","","","충청남도 보령시 오천면 영보리 348-2번지 더반힐","충청남도 보령시 오천면 오천해안로 557, 더반 힐 리조트펜션","33406","더반 힐 리조트펜션","2020-03-06 13:14:58","I","2020-03-10 00:23:43","","155472.713371523","325024.281871121","관광펜션업","","관리지역","3","기타","","","다가구용 주택(공동주택적용)","3","","","","","","","","","","","","","229.14","","","","","","","","","","","","","229",
"66","관광펜션업","03_11_02_P","4510000","CDFI3261092018000003","2018-07-30","","01","영업/정상","13","영업중","","","","","","","","충청남도 보령시 신흑동 2306-1번지","충청남도 보령시 고잠2길 8-22 (신흑동)","33488","도로시펜션","2018-08-29 09:48:16","I","2018-08-31 23:59:59","","156577.446512776","312397.599234101","관광펜션업","","관리지역","3","기타","","","숙박시설","3","","","","Dorosi Pension","Tourism Pension","","","","","","","","370.44","","","","","","","","","500000000","","","","370",
"67","관광펜션업","03_11_02_P","4510000","CDFI3261092018000004","2018-07-31","","01","영업/정상","13","영업중","","","","","041-936-1823","","","충청남도 보령시 신흑동 2304-5번지","충청남도 보령시 고잠2길 12-14 (신흑동)","33488","바다조아펜션","2018-07-31 08:55:07","I","2018-08-31 23:59:59","","156528.24500769","312416.7699755","관광펜션업","","관리지역","3","기타","","","숙박시설","3","","","","Badajoa Pension","Tourism Pension","","","","","","","","383.55","","","","","","","","","","","","","384",
"68","관광펜션업","03_11_02_P","4510000","CDFI3261092020000002","2020-06-02","","01","영업/정상","13","영업중","","","","","041-931-0003","","","충청남도 보령시 신흑동 2257-1번지","충청남도 보령시 해수욕장9길 16-4 (신흑동)","33489","화이트펜션","2020-06-02 13:20:38","I","2020-06-04 00:23:18","","156023.221668235","312954.921725165","관광펜션업","","관리지역","3","","","","숙박시설","3","","","","","","","","","","","","","398.8","","","","","","","","","","","","","399",
"69","관광펜션업","03_11_02_P","4510000","CDFI3261092020000003","2020-08-07","","01","영업/정상","13","영업중","","","","","","","","충청남도 보령시 신흑동 2306-10","충청남도 보령시 고잠2길 4-23 (신흑동)","33488","더 플라야(the PLAYA)","2020-08-25 13:28:46","U","2020-08-27 02:40:00","","156595.537666412","312390.935397885","관광펜션업","","관리지역","3","","","","숙박시설","3","","","","","","","","","","","","","349.23","","","","","","","","","","","","","349",
"70","관광펜션업","03_11_02_P","4510000","CDFI3261092018000005","2018-10-26","","01","영업/정상","13","영업중","","","","","","","","충청남도 보령시 신흑동 2256-7번지","충청남도 보령시 해수욕장9길 2-19 (신흑동)","33489","대천 체리 펜션","2018-10-26 10:11:16","I","2018-10-28 02:36:22","","156103.983995923","312981.865961929","관광펜션업","","관리지역","3","기타","","","숙박시설","3","0","","","Daecheon Cherry Pension","Tourism Pension","","","","","","","","495.63","","","","","","","","","1500000000","","","","496",
"71","관광펜션업","03_11_02_P","4530000","CDFI3261092011000001","2011-09-30","","01","영업/정상","13","영업중","","","","","041-663-0890","","356-835","충청남도 서산시 운산면 고풍리 166-2번지","충청남도 서산시 운산면 봉운로 982-13","356-835","백제의 미소","2014-02-27 10:52:35","I","2018-08-31 23:59:59","","166076.390591809","363214.384656866","관광펜션업","","관리지역","1","기타","","","숙박시설","","","","","","","","","","","","","","1000","","","","","","","","","150000000","","","","1000",
"72","관광펜션업","03_11_02_P","4530000","CDFI3261092023000001","2023-01-18","","01","영업/정상","13","영업중","","","","","","","","충청남도 서산시 음암면 탑곡리 864-19","충청남도 서산시 음암면 탑곡고양동1길 38-33","31937","하얀그림정원 풀빌라","2023-01-20 13:20:18","I","2023-01-21 00:40:36","","158812.855038219","365916.039062819","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"73","관광펜션업","03_11_02_P","4540000","CDFI3261092012000001","2012-05-31","","03","폐업","03","폐업","2014-11-26","","","","041-733-2639","","320-881","충청남도 논산시 벌곡면 수락리 287-2번지","충청남도 논산시 벌곡면 수락계곡2길 63-3","","잉스힐","2014-11-26 13:19:53","I","2018-08-31 23:59:59","","227039.763369072","295015.005872571","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"74","관광펜션업","03_11_02_P","4540000","CDFI3261092017000002","2017-06-07","","03","폐업","03","폐업","2020-01-31","","","","","","","충청남도 논산시 벌곡면 도산리 90번지","충청남도 논산시 벌곡면 수락계곡길 62","33028","쁘띠 샹플랭","2020-02-03 13:42:13","U","2020-02-05 02:40:00","","228038.224653765","295308.2319437","관광펜션업","","","3","기타","","","숙박시설","3","","","","","","","","","","","","","490.45","","","","","","","","","250000000","","","","490",
"75","관광펜션업","03_11_02_P","4540000","CDFI3261092023000001","2023-08-14","","01","영업/정상","13","영업중","","","","","","","","충청남도 논산시 양촌면 오산리 57","충청남도 논산시 양촌면 바랑산1길 188-12","33025","벤자민","2023-08-14 11:30:09","I","2023-08-17 00:18:30","","225288.595775932","292563.80004867","관광펜션업","","","2","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"76","관광펜션업","03_11_02_P","4540000","CDFI3261092017000001","2017-06-07","","01","영업/정상","13","영업중","","","","","","","","충청남도 논산시 벌곡면 도산리 90-3","충청남도 논산시 벌곡면 수락계곡길 64","33028","샤토 로리에","2021-11-16 13:21:17","U","2021-11-18 02:40:00","","228032.170097467","295280.293693112","관광펜션업","","","4","기타","","","숙박시설","3","1","0","0","","","0","0","","0","0","","0","980.9","","0","","","","","","","250000000","","","","981",
"77","관광펜션업","03_11_02_P","4540000","CDFI3261092024000002","2024-07-01","","01","영업/정상","13","영업중","","","","","","","","충청남도 논산시 벌곡면 수락리 287-2","충청남도 논산시 벌곡면 수락계곡2길 63-3","33028","잉스힐","2024-07-01 18:42:12","I","2024-07-03 00:14:39","","227039.763369072","295015.005872571","관광펜션업","","","0","","","","숙박시설","2","1","0","0","","","0","0","","0","0","","0","386.66","","0","","","","","","","0","","","","387",
"78","관광펜션업","03_11_02_P","4540000","CDFI3261092024000001","2024-01-26","","01","영업/정상","13","영업중","","","","","042-716-0017","","","충청남도 논산시 강경읍 중앙리 18-1","충청남도 논산시 강경읍 계백로167번길 46-11","32935","인터뷰 강경구락부","2024-01-26 15:31:10","I","2024-01-28 00:16:10","","201320.060312378","295737.42399436","관광펜션업","","","2","","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"79","관광펜션업","03_11_02_P","4540000","CDFI3261092021000001","2021-05-28","","01","영업/정상","13","영업중","","","","","","","","충청남도 논산시 벌곡면 양산리 298-1","충청남도 논산시 벌곡면 대둔로 974","33026","별빛마루 펜션","2021-11-16 13:22:42","U","2021-11-18 02:40:00","","224370.345675258","302088.565755099","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"80","관광펜션업","03_11_02_P","4550000","CDFI3261092024000001","2024-05-28","","01","영업/정상","13","영업중","","","","","","","","충청남도 금산군 남일면 신정리 510-2","충청남도 금산군 남일면 금산로 214-52","32760","스테이 경화","2024-05-28 18:25:58","I","2024-05-30 00:14:26","","246697.877556549","278020.146890022","관광펜션업","","관리지역","5","기타","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","228.91","","0","","","","","","","1000","","","","229",
"81","관광펜션업","03_11_02_P","4550000","CDFI3261092023000001","2023-03-28","","01","영업/정상","13","영업중","","","","","","","","충청남도 금산군 금산읍 상옥리 183-2","충청남도 금산군 금산읍 비단로 36","32749","한옥1954","2023-03-28 14:50:41","I","2023-03-30 00:41:39","","243543.772591259","288833.010182761","관광펜션업","","일반주거지역","1","주택가주변","","","단독주택","1","0","0","0","Hanok1954","TORISM PENSION","0","0","","0","0","","0","51.54","","0","","","","","","","20000000","","","","52",
"82","관광펜션업","03_11_02_P","4580000","CDFI3261092015000001","2015-07-10","","01","영업/정상","13","영업중","","","","","","","325-893","충청남도 서천군 서면 도둔리 1412번지","충청남도 서천군 서면 춘장대길 62","33603","힐링펜션","2015-07-10 13:48:59","I","2018-08-31 23:59:59","","156896.498053663","295593.988627096","관광펜션업","","관리지역","3","기타","","","숙박시설","3","","","","","","","","","","","","","892.87","","","","","","","","","","","","","893",
"83","관광펜션업","03_11_02_P","4580000","CDFI3261092024000001","2024-07-16","","01","영업/정상","13","영업중","","","","","","","","충청남도 서천군 종천면 장구리 13-3","충청남도 서천군 종천면 충서로143번길 110","33611","솔토락펜션","2024-07-16 10:35:17","I","2024-07-18 00:13:45","","169285.648280996","287773.427818722","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"84","관광펜션업","03_11_02_P","4590000","CDFI3261092019000001","2019-04-29","","03","폐업","03","폐업","2021-12-13","","","","","","","충청남도 청양군 대치면 광대리 268-7","충청남도 청양군 대치면 칠갑호길 208-13","33344","황금나무펜션","2021-12-15 13:03:50","U","2021-12-17 02:40:00","","186106.347738466","327013.915468945","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"85","관광펜션업","03_11_02_P","4590000","CDFI3261092021000001","2021-07-23","","01","영업/정상","13","영업중","","","","","","","","충청남도 청양군 대치면 광대리 270-3","충청남도 청양군 대치면 칠갑호길 214","33344","콩매아","2021-07-23 17:25:35","I","2021-07-25 00:23:01","","","","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"86","관광펜션업","03_11_02_P","4600000","CDFI3261092011000001","2011-08-12","","03","폐업","03","폐업","2020-01-28","","","","041-632-8697","","350-861","충청남도 홍성군 서부면 남당리 384-3번지","충청남도 홍성군 서부면 남당항로264번길 41","32206","남당 로뎀 펜션","2020-01-28 11:55:08","U","2020-01-30 02:40:00","","153049.29462561","338300.934436642","관광펜션업","","관리지역","1","","","","단독주택","1","","","","The Namdang Broom tree Pension","Tourism Service Faclities","","","","","","","","247.92","","","","","","","","","","","","","248",
"87","관광펜션업","03_11_02_P","4600000","CDFI3261092023000001","2023-05-23","","01","영업/정상","13","영업중","","","","","","","","충청남도 홍성군 서부면 궁리 385-6","충청남도 홍성군 서부면 서부서길554번길 67-10","32204","자발적고립","2023-05-23 14:53:54","I","2023-05-25 00:20:11","","152422.450229607","342171.182758704","관광펜션업","","","1","","","","숙박시설","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","400000000","","","","0",
"88","관광펜션업","03_11_02_P","4610000","CDFI3261092012000001","2012-11-01","","03","폐업","03","폐업","2013-09-30","","","","","","340-924","충청남도 예산군 덕산면 사동리 108-2번지","","","초콜릿러브","2013-10-01 10:26:20","I","2018-08-31 23:59:59","","169265.967865081","355167.423545022","관광펜션업","","관리지역","2","","","","","","","","","CHOCOLATELOVE","Tourism Pension","","","","","","","","","","","","","","","","","","","","","",
"89","관광펜션업","03_11_02_P","4610000","CDFI3261092022000001","2022-01-17","","01","영업/정상","13","영업중","","","","","","","","충청남도 예산군 덕산면 사동리 408","충청남도 예산군 덕산면 온천단지1로 69-5, 온연프라이빗빌라","32406","온연프라이빗빌라","2022-01-17 11:45:25","I","2022-01-19 00:22:40","","168778.499218484","354761.452525466","관광펜션업","","관리지역","2","기타","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","489.39","","0","","","","","","","0","","","","489",
"90","관광펜션업","03_11_02_P","4610000","CDFI3261092024000001","2024-02-14","","01","영업/정상","13","영업중","","","","","","","","충청남도 예산군 덕산면 사동리 412","충청남도 예산군 덕산면 온천단지1로 105","32406","정다운펜션","2024-02-14 18:02:49","I","2024-02-16 00:15:54","","168750.911013064","355064.124594013","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","842.46","","0","","","","","","","0","","","","842",
"91","관광펜션업","03_11_02_P","4610000","CDFI3261092024000002","2024-02-27","","01","영업/정상","13","영업중","","","","","","","","충청남도 예산군 덕산면 대치리 13-14","충청남도 예산군 덕산면 대치5길 16, 대치 5길 18","32407","가야산관광펜션","2024-02-27 17:06:11","I","2024-02-29 00:15:52","","166981.348952508","353989.091766665","관광펜션업","","","2","","","","","2","0","0","0","","","0","0","","0","0","","0","310.69","","0","","","","","","","0","","","","311",
"92","관광펜션업","03_11_02_P","4620000","CDFI3261092007000001","2007-10-11","","03","폐업","03","폐업","","","","","041-673-5513","","357-971","충청남도 태안군 고남면 고남리 486-4번지","충청남도 태안군 고남면 가경주길 47-71","","아틀랜틱 오션","2015-05-21 17:51:07","I","2018-08-31 23:59:59","","147306.499742432","323291.406067209","관광펜션업","","관리지역","2","기타","","","숙박시설","2","","","","Atlantic Ocean","tourist pension","","","","","","","","640.19","","","","","","","","","","","","","640",
"93","관광펜션업","03_11_02_P","4620000","CDFI3261092007000003","2007-02-27","","03","폐업","03","폐업","2014-12-09","","","","","","357-952","충청남도 태안군 남면 양잠리 1232-33번지","","","썬셋","2014-12-10 11:20:55","I","2018-08-31 23:59:59","","137901.801470385","349037.221544759","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"94","관광펜션업","03_11_02_P","4620000","CDFI3261092008000005","2008-12-23","","03","폐업","03","폐업","2022-11-11","","","","","","","충청남도 태안군 원북면 청산리 87-54","충청남도 태안군 원북면 나루터길 438-8","32111","풍경","2023-01-19 10:35:47","U","2023-01-21 02:40:00","","138681.251029407","370316.06667656","관광펜션업","","관리지역","3","","","","숙박시설","2","1","","","","","","","","","","","","709.78","","","","","","","","","","","","","710",
"95","관광펜션업","03_11_02_P","4620000","CDFI3261092008000007","2008-09-17","","03","폐업","03","폐업","2020-11-05","","","","","","","충청남도 태안군 남면 몽산리 680-2","충청남도 태안군 남면 몽대로 494-8","32152","마리나비치","2021-01-04 14:36:25","U","2021-01-06 02:40:00","","134851.72206859","352748.472934091","관광펜션업","","관리지역","2","","","","숙박시설","2","","","","","","","","","","","","","569.82","","","","","","","","","","","","","570",
"96","관광펜션업","03_11_02_P","4620000","CDFI3261092009000001","2009-01-16","","03","폐업","03","폐업","2017-01-13","","","","","","","충청남도 태안군 남면 신온리 833-109번지","충청남도 태안군 남면 곰섬로 236-70","32158","골든 웨이브","2017-01-16 13:26:23","I","2018-08-31 23:59:59","","136380.962921811","344269.100180852","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"97","관광펜션업","03_11_02_P","4620000","CDFI3261092009000003","2009-05-14","","03","폐업","03","폐업","2017-03-31","","","","","","","충청남도 태안군 남면 원청리 558-4번지","충청남도 태안군 남면 용궁길 107","32157","시에스타","2017-03-31 17:44:11","I","2018-08-31 23:59:59","","137625.768234488","348509.929043219","관광펜션업","","관리지역","3","","","","숙박시설","3","","","","","","","","","","","","","394.08","","","","","","","","","","","","","394",
"98","관광펜션업","03_11_02_P","4620000","CDFI3261092009000004","2009-01-16","","03","폐업","03","폐업","2017-09-18","","","","041-675-6300","","","충청남도 태안군 남면 신온리 833-170번지","충청남도 태안군 남면 곰섬로 236-72 (노을빛펜션)","32158","노을빛풍경","2017-09-18 15:52:47","I","2018-08-31 23:59:59","","136380.024439017","344213.438464085","관광펜션업","","관리지역","3","","","","숙박시설","3","","","","","","","","","","","","","755.82","","","","","","","","","","","","","756",
"99","관광펜션업","03_11_02_P","4620000","CDFI3261092010000002","2010-06-08","","03","폐업","03","폐업","2019-05-16","","","","","","357-952","충청남도 태안군 남면 양잠리 1230-33번지","충청남도 태안군 남면 청포대길 76-5","","그림일기","2019-05-20 09:24:48","U","2019-05-22 02:40:00","","137597.205016617","349103.046138088","관광펜션업","","자연녹지지역","2","기타","","","숙박시설","2","0","","","","","","","","","","","","360.09","","","","","","","","","1000000000","","","","360",
"100","관광펜션업","03_11_02_P","4620000","CDFI3261092007000004","2007-02-27","","03","폐업","03","폐업","2014-12-09","","","","","","357-952","충청남도 태안군 남면 양잠리 1232-7번지","충청남도 태안군 남면 안면대로 1308","357-952","쉘브르","2014-12-10 11:41:54","I","2018-08-31 23:59:59","","137852.252970892","349061.626802529","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"101","관광펜션업","03_11_02_P","4620000","CDFI3261092017000011","2017-08-28","","03","폐업","03","폐업","2019-05-16","","","","","","","충청남도 태안군 남면 양잠리 1230-28번지","충청남도 태안군 남면 청포대길 84-0","32155","파티파티","2019-05-20 09:25:02","U","2019-05-22 02:40:00","","137548.894216635","349159.989878746","관광펜션업","","","3","","","","숙박시설","3","1","","","","","","","","","","","","884.88","","","","","","","","","","","","","885",
"102","관광펜션업","03_11_02_P","4620000","CDFI3261092018000002","2018-05-27","","03","폐업","03","폐업","2020-02-10","","","","","","","충청남도 태안군 고남면 고남리 829번지","충청남도 태안군 고남면 옷점길 147-102","32172","안면도갤러리","2020-02-11 11:07:47","U","2020-02-13 02:40:00","","146483.691413425","323745.618202832","관광펜션업","","관리지역","3","기타","","","숙박시설","2","1","","","","","","","","","","","","281.62","","","","","","","","","","","","","282",
"103","관광펜션업","03_11_02_P","4620000","CDFI3261092012000005","2012-06-12","","03","폐업","03","폐업","2019-04-11","","","","","","","충청남도 태안군 남면 달산리 319-23번지 숙박시설","충청남도 태안군 남면 안면대로 1110-30","32154","그람피하우스","2019-04-11 18:23:02","U","2019-04-13 02:40:00","","138056.056992317","350795.722553127","관광펜션업","","관리지역","","기타","","","숙박시설","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"104","관광펜션업","03_11_02_P","4620000","CDFI3261092010000009","2010-09-01","","03","폐업","03","폐업","2014-12-11","","","","041-675-6567","","357-952","충청남도 태안군 남면 양잠리 1230-14번지","","","샤론","2014-12-15 13:39:14","I","2018-08-31 23:59:59","","137508.920411823","349318.174968711","관광펜션업","","","3","기타","","","숙박시설","3","","","","","","","","","","","","","790.78","","","","","","","","","800000000","","","","791",
"105","관광펜션업","03_11_02_P","4620000","CDFI3261092010000010","2010-10-15","","03","폐업","03","폐업","2014-09-16","","","","041-675-5890","","357-953","충청남도 태안군 남면 신온리 323-9번지","충청남도 태안군 남면 마검포길 104-108","","지오랜드","2017-03-13 09:21:17","I","2018-08-31 23:59:59","","137684.099059956","347008.85469803","관광펜션업","","관리지역","1","기타","","","숙박시설","1","","","","","","","","","","","","","149.04","","","","","","","","","150000000","","","","149",
"106","관광펜션업","03_11_02_P","4620000","CDFI3261092011000003","2011-09-07","","03","폐업","03","폐업","2021-02-01","","","","041-675-0059","","","충청남도 태안군 남면 원청리 512-135","충청남도 태안군 남면 청포대길 57-60","32157","더클래식","2021-02-02 17:29:56","U","2021-02-04 02:40:00","","137477.731736819","348607.251074244","관광펜션업","","","4","기타","","","숙박시설","3","1","","","","","","","","","","","","813.39","","","","","","","","","","","","","813",
"107","관광펜션업","03_11_02_P","4620000","CDFI3261092021000003","2021-09-17","","03","폐업","03","폐업","2021-11-29","","","","","","","충청남도 태안군 안면읍 황도리 64-25 바다가되고싶어요","충청남도 태안군 안면읍 풍어제길 44-29, 바다가되고싶어요","32160","바다가되고싶어요","2021-11-30 13:18:27","U","2021-12-02 02:40:00","","144654.530992642","344080.426876948","관광펜션업","","","3","","","","숙박시설","2","1","0","0","","","0","0","","0","0","","0","232.8","","0","","","","","","","0","","","","233",
"108","관광펜션업","03_11_02_P","4620000","CDFI3261092021000002","2021-04-26","","03","폐업","03","폐업","2022-01-19","","","","","","","충청남도 태안군 안면읍 황도리 73-4","충청남도 태안군 안면읍 풍어제길 44-71","32160","노을언덕펜션","2022-01-19 17:13:48","U","2022-01-21 02:40:00","","144548.595541765","343931.712942366","관광펜션업","","","3","기타","","","","3","","","","","","","","","","","","","363.67","","","","","","","","","","","","","364",
"109","관광펜션업","03_11_02_P","4620000","CDFI3261092006000002","2006-11-14","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 남면 양잠리 1230-66번지","충청남도 태안군 남면 안면대로 1296-40","32155","빨간풍선","2020-01-10 13:56:44","U","2020-01-12 02:40:00","","137693.915448112","349136.794788217","관광펜션업","","관리지역","","기타","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"110","관광펜션업","03_11_02_P","4620000","CDFI3261092008000004","2008-06-12","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 남면 원청리 512-31번지","충청남도 태안군 남면 청포대길 57-34","32157","팜비치","2020-01-10 13:57:18","U","2020-01-12 02:40:00","","137473.128909034","348729.871467763","관광펜션업","","관리지역","","","","","숙박시설","","","","","","","","","","","","","","425.46","","","","","","","","","","","","","425",
"111","관광펜션업","03_11_02_P","4620000","CDFI3261092008000006","2008-12-04","","01","영업/정상","13","영업중","","","","","041-6575-8634","","","충청남도 태안군 남면 양잠리 1230-11번지","충청남도 태안군 남면 청포대길 104","32155","레이","2017-03-13 15:08:54","I","2018-08-31 23:59:59","","137503.304225802","349340.038249082","관광펜션업","","관리지역","4","","","","숙박시설","3","1","","","","","","","","","","","","658.14","","","","","","","","","","","","","658",
"112","관광펜션업","03_11_02_P","4620000","CDFI3261092008000008","2008-06-12","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 남면 양잠리 1230-18","충청남도 태안군 남면 청포대길 96","32155","나폴리","2021-11-10 08:58:41","U","2021-11-12 02:40:00","","137518.86622742","349280.511394449","관광펜션업","","관리지역","3","","","","숙박시설","3","","","","","","","","","","","","","790.78","","","","","","","","","","","","","791",
"113","관광펜션업","03_11_02_P","4620000","CDFI3261092008000009","2008-06-12","","01","영업/정상","13","영업중","","","","","041-674-0321","","","충청남도 태안군 안면읍 정당리 1300-3번지","충청남도 태안군 안면읍 해안관광로 510-5 (장꽁펜션)","32163","장꽁(카멜리아)","2017-03-13 15:20:56","I","2018-08-31 23:59:59","","140014.460152952","338468.588630637","관광펜션업","","관리지역","1","","","","숙박시설","1","","","","","","","","","","","","","93.92","","","","","","","","","","","","","94",
