"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"55","일반유원시설업","03_07_09_P","4580000","CDFI5271002011000001","2011-06-28","","01","영업/정상","13","영업중","","","","","041-953-4889","","325-814","충청남도 서천군 마서면 덕암리 527-2","","","덕암스파","2024-07-30 10:48:45","U","2024-08-02 02:40:00","","173508.218433052","283081.027688753","허가유원시설업","","관리지역","1","기타","","","체육시설","0","0","0","0","","","0","0","","0","0","","0","120","바디슬라이드","0","","","","Y","","","0","","","","120",
"56","일반유원시설업","03_07_09_P","4590000","CDFI5271002023000001","2023-08-01","","01","영업/정상","13","영업중","","","","","","","","충청남도 청양군 정산면 천장리 164-1","충청남도 청양군 정산면 천장호길 223-35","33349","알프스마을영농조합법인","2023-08-01 21:10:07","I","2023-08-03 00:18:51","","192251.01317257","323207.135675772","허가유원시설업","","","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","1 (유수풀)","1","","","Y","Y","","","0","","","","0",
"57","일반유원시설업","03_07_09_P","4610000","CDFI5271002019000001","2019-07-26","","03","폐업","03","폐업","","","","","","","","충청남도 예산군 예산읍 예산리 777번지 예산군청","충청남도 예산군 예산읍 군청로 22, 예산군청","32435","예산군청 천백년광장 어린이 물놀이장","2019-08-19 10:35:41","U","2019-08-21 02:40:00","","186052.710247922","353282.022506956","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","워터에어바운스 1종, 미니워터에어바운스 2종, 페달보트 4대","","","","","","","","","","","","",
"58","일반유원시설업","03_07_09_P","4610000","CDFI5271002023000001","2023-07-12","","01","영업/정상","13","영업중","","","","","","","","충청남도 예산군 덕산면 사동리 256-2","충청남도 예산군 덕산면 온천단지1로 55","32406","(주)내포보부상촌","2024-01-30 10:41:19","U","2024-02-01 02:40:00","","","","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"59","일반유원시설업","03_07_09_P","4610000","CDFI5271002005000001","2005-07-21","","01","영업/정상","13","영업중","","","","","041-330-8010","","","충청남도 예산군 덕산면 사동리 362","충청남도 예산군 덕산면 온천단지3로 45-7","32406","(주)호반호텔앤리조트 스플라스 워터파크","2023-10-19 18:18:48","U","2023-10-21 02:40:00","","169245.272422568","354787.740208922","허가유원시설업","유원시설업","관리지역","10","기타","","","콘도미니엄","8","2","","","","","","","","","","","","","","","","","","","","","","","","","",
"60","일반유원시설업","03_07_09_P","4610000","CDFI5271002005000002","2005-09-14","","01","영업/정상","13","영업중","","","","","041-330-8010","","","충청남도 예산군 덕산면 사동리 362","충청남도 예산군 덕산면 온천단지3로 45-7","32406","(주)호반호텔앤리조트 스플라스 워터파크Ⅱ","2021-09-29 10:07:34","U","2021-10-01 02:40:00","","169245.272422568","354787.740208922","허가유원시설업","유원시설업","관리지역","10","기타","","","콘도미니엄","9","1","","","","","","","","","","","","49255.55","","","","","","","","","","","","","49256",
"61","일반유원시설업","03_07_09_P","4610000","CDFI5271002008000001","2008-05-08","","04","취소/말소/만료/정지/중지","35","직권말소","2017-08-11","","","","","","340-924","충청남도 예산군 덕산면 사동리 347번지","충청남도 예산군 덕산면 온천단지3로 64","","대성아이디씨","2017-08-14 13:10:41","I","2018-08-31 23:59:59","","169073.233140712","355019.931064035","허가유원시설업","유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"62","일반유원시설업","03_07_09_P","4620000","CDFI5271002016000001","2016-09-26","","03","폐업","03","폐업","2018-12-24","","","","041-674-5660","","","충청남도 태안군 남면 신온리 641-5번지","","","안면도쥬라기놀이동산","2018-12-26 08:37:33","U","2018-12-28 02:40:00","","138209.241528051","345552.234659118","허가유원시설업","","","","기타","","","","","","","","","","","","","","","","","","미니바이킹 1대, 아스트로젯 1대","","Y","","","Y","","","","","","","",
"63","일반유원시설업","03_07_09_P","4620000","CDFI5271002001000001","2001-07-26","","03","폐업","03","폐업","2006-07-10","","","","","","357-962","충청남도 태안군 안면읍 중장리 765-81번지","충청남도 태안군 안면읍 꽃지해안로 204","32166","패밀리랜드","2015-11-25 10:40:17","I","2018-08-31 23:59:59","","140547.515991585","332172.510405992","허가유원시설업","유원시설업","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","","","","","","","",
"64","일반유원시설업","03_07_09_P","4620000","CDFI5271002012000001","2012-07-06","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 소원면 모항리 1363","충청남도 태안군 소원면 만리포1길 112","32123","만리포비취랜드","2022-01-19 16:34:43","U","2022-01-21 02:40:00","","123472.730812721","365258.03035886","허가유원시설업","","상업지역","0","기타","","","유기장","0","0","0","0","","","0","0","","0","0","","0","0","안전성검사대상 5","0","Y","Y","Y","Y","","","0","","","","0",
"65","일반유원시설업","03_07_09_P","4620000","CDFI5271002020000001","2020-08-24","","01","영업/정상","13","영업중","","","","","041-671-7000,7022","","","충청남도 태안군 안면읍 중장리 765-81 아일랜드 리솜","충청남도 태안군 안면읍 꽃지해안로 204, 아일랜드 리솜","32166","오아식스","2024-02-17 09:45:58","U","2024-02-19 02:40:00","","140547.515991585","332172.510405992","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","수중모험놀이 (1종)","1","Y","","","Y","","","0","","","","0",
"66","일반유원시설업","03_07_09_P","5580000","CDFI5271002014000001","2014-10-02","","03","폐업","03","폐업","2014-10-06","","","","043-269-3650","","362-812","충청북도 청주시 서원구 남이면 팔봉리 211-2","충청북도 청주시 서원구 남이면 사동구암로 57","28183","(주)지에이치","2023-02-13 14:19:14","U","2023-02-15 02:40:00","","236599.142933852","341311.880923188","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","Y","Y","","","0","","","","0",
"67","일반유원시설업","03_07_09_P","5580000","CDFI5271002019000001","2019-10-04","","03","폐업","03","폐업","2019-10-07","","","","","","","충청남도 계룡시 금암동 150-4번지","충청남도 계룡시 서금암2길 13-16, 공영주차장 (금암동)","32826","계룡시금암동상인회","2019-11-18 09:20:49","U","2019-11-20 02:40:00","","222744.007250123","308167.323266315","허가유원시설업","","상업지역","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"68","일반유원시설업","03_07_09_P","5580000","CDFI5271002022000001","2022-10-04","","03","폐업","03","폐업","2022-10-22","","","","","","","충청남도 계룡시 신도안면 용동리 260-9","충청남도 계룡시 신도안면 계룡대9로 15","32800","용도령열차","2023-01-10 14:03:59","U","2023-01-12 02:40:00","","221624.832514008","312892.949713551","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","무궤도열차 2대","0","Y","","Y","Y","","","0","","","","0",
"69","일반유원시설업","03_07_09_P","5580000","CDFI5271002023000001","2023-10-05","","03","폐업","03","폐업","2023-10-11","","","","","","","충청남도 계룡시 신도안면 용동리 260-9 활주로","충청남도 계룡시 신도안면 계룡대9로 25, 2주차장","32800","블루윈드 주식회사","2023-10-26 15:10:16","U","2023-10-28 02:40:00","","221624.832514008","312892.949713551","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","무궤도열차 2대","0","","","","","","","0","","","","0",
"70","일반유원시설업","03_07_09_P","5680000","CDFI5271002004000001","2004-10-18","","01","영업/정상","13","영업중","","","","","041-363-4589","","343-816","충청남도 당진시 신평면 운정리 208-1","충청남도 당진시 신평면 삽교천3길 15","31744","(주)삽교호놀이동산","2023-06-27 17:49:34","U","2023-06-29 02:40:00","","184097.685753485","376527.293985278","허가유원시설업","","","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
